<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
09/09/20,11:00,1934.5000000,1941.5000000,1933.6000000,1939.2000000,9088
09/09/20,12:00,1939.3000000,1941.7000000,1933.5000000,1937.9000000,10106
09/09/20,13:00,1938.0000000,1938.9000000,1934.1000000,1936.3000000,5846
09/09/20,14:00,1936.2000000,1936.4000000,1927.7000000,1928.8000000,8039
09/09/20,15:00,1928.7000000,1932.8000000,1926.3000000,1932.6000000,10352
09/09/20,16:00,1932.6000000,1945.8000000,1931.6000000,1943.2000000,25175
09/09/20,17:00,1943.1000000,1957.1000000,1942.3000000,1956.1000000,39269
09/09/20,18:00,1956.0000000,1957.8000000,1948.7000000,1953.9000000,27969
09/09/20,19:00,1953.9000000,1956.0000000,1950.0000000,1951.0000000,13138
09/09/20,20:00,1951.0000000,1957.3000000,1950.5000000,1956.2000000,9117
09/09/20,21:00,1956.4000000,1957.3000000,1953.2000000,1953.9000000,9183
09/09/20,22:00,1953.9000000,1958.7000000,1952.4000000,1958.2000000,6565
09/09/20,23:00,1958.2000000,1959.7000000,1956.4000000,1956.9000000,7619
10/09/20,00:00,1956.9000000,1957.5000000,1954.2000000,1954.9000000,1953
10/09/20,02:00,1955.3000000,1955.6000000,1952.4000000,1954.6000000,1937
10/09/20,03:00,1954.6000000,1957.8000000,1954.5000000,1955.4000000,2024
10/09/20,04:00,1955.4000000,1955.6000000,1953.2000000,1954.8000000,2063
10/09/20,05:00,1954.7000000,1959.2000000,1953.4000000,1954.5000000,7506
10/09/20,06:00,1954.6000000,1956.3000000,1952.3000000,1955.9000000,3726
10/09/20,07:00,1955.8000000,1955.9000000,1953.7000000,1955.3000000,2049
10/09/20,08:00,1955.2000000,1956.1000000,1953.5000000,1955.1000000,1920
10/09/20,09:00,1955.1000000,1957.6000000,1954.6000000,1956.7000000,3352
10/09/20,10:00,1956.7000000,1958.3000000,1950.8000000,1952.0000000,8208
10/09/20,11:00,1952.0000000,1955.5000000,1950.5000000,1952.5000000,7339
10/09/20,12:00,1952.6000000,1956.4000000,1951.1000000,1954.5000000,6362
10/09/20,13:00,1954.5000000,1958.0000000,1952.8000000,1956.8000000,6508
10/09/20,14:00,1956.7000000,1958.8000000,1955.9000000,1957.8000000,6576
10/09/20,15:00,1957.7000000,1960.4000000,1953.8000000,1955.8000000,10532
10/09/20,16:00,1955.7000000,1967.6000000,1952.9000000,1964.1000000,36585
10/09/20,17:00,1964.1000000,1973.6000000,1963.9000000,1971.4000000,35497
10/09/20,18:00,1971.4000000,1975.2000000,1961.4000000,1963.8000000,35589
10/09/20,19:00,1963.8000000,1969.7000000,1961.6000000,1967.2000000,17775
10/09/20,20:00,1967.2000000,1968.9000000,1959.5000000,1962.7000000,16966
10/09/20,21:00,1962.7000000,1966.6000000,1962.0000000,1964.9000000,10618
10/09/20,22:00,1964.8000000,1965.3000000,1955.3000000,1957.9000000,15825
10/09/20,23:00,1958.0000000,1959.3000000,1948.6000000,1950.8000000,14508
11/09/20,00:00,1950.9000000,1954.9000000,1949.9000000,1954.6000000,2399
11/09/20,01:00,1954.5000000,1954.9000000,1954.5000000,1954.9000000,3
11/09/20,02:00,1953.8000000,1955.6000000,1952.4000000,1953.7000000,1355
11/09/20,03:00,1953.5000000,1954.4000000,1951.5000000,1952.5000000,1546
11/09/20,04:00,1952.4000000,1956.9000000,1951.5000000,1956.2000000,3190
11/09/20,05:00,1956.3000000,1957.2000000,1952.2000000,1953.6000000,5481
11/09/20,06:00,1953.6000000,1955.8000000,1945.7000000,1947.4000000,7412
11/09/20,07:00,1947.4000000,1948.2000000,1944.0000000,1947.6000000,6814
11/09/20,08:00,1947.7000000,1948.8000000,1945.4000000,1947.1000000,2661
11/09/20,09:00,1947.2000000,1950.8000000,1944.8000000,1949.7000000,4150
11/09/20,10:00,1949.7000000,1953.3000000,1947.8000000,1952.9000000,6909
11/09/20,11:00,1952.9000000,1953.4000000,1947.5000000,1948.3000000,7702
11/09/20,12:00,1948.3000000,1954.5000000,1948.0000000,1953.4000000,10165
11/09/20,13:00,1953.5000000,1955.3000000,1951.8000000,1954.9000000,6269
11/09/20,14:00,1954.8000000,1955.0000000,1952.1000000,1954.7000000,5772
11/09/20,15:00,1954.7000000,1956.6000000,1952.1000000,1952.7000000,8381
11/09/20,16:00,1952.6000000,1955.1000000,1949.6000000,1954.0000000,17195
11/09/20,17:00,1953.9000000,1963.4000000,1950.6000000,1959.8000000,29803
11/09/20,18:00,1959.8000000,1960.7000000,1954.1000000,1957.8000000,20006
11/09/20,19:00,1957.8000000,1958.8000000,1955.9000000,1958.4000000,13108
11/09/20,20:00,1958.3000000,1958.5000000,1949.7000000,1950.5000000,12471
11/09/20,21:00,1950.5000000,1951.8000000,1945.7000000,1947.2000000,16782
11/09/20,22:00,1947.3000000,1951.4000000,1947.1000000,1949.3000000,5734
11/09/20,23:00,1949.3000000,1950.9000000,1948.2000000,1950.4000000,4701
12/09/20,00:00,1950.3000000,1950.8000000,1947.9000000,1948.1000000,1278
14/09/20,02:00,1948.9000000,1951.8000000,1945.2000000,1949.3000000,2554
14/09/20,03:00,1949.4000000,1950.6000000,1949.1000000,1950.1000000,1014
14/09/20,04:00,1950.1000000,1950.6000000,1947.2000000,1947.7000000,1803
14/09/20,05:00,1947.7000000,1956.9000000,1947.7000000,1956.9000000,8676
14/09/20,06:00,1956.9000000,1959.2000000,1956.3000000,1958.4000000,6097
14/09/20,07:00,1958.3000000,1960.5000000,1957.1000000,1957.6000000,3508
14/09/20,08:00,1957.7000000,1958.0000000,1953.9000000,1954.7000000,3429
14/09/20,09:00,1954.7000000,1956.2000000,1952.9000000,1955.7000000,4436
14/09/20,10:00,1955.8000000,1957.6000000,1951.8000000,1953.0000000,6767
14/09/20,11:00,1953.0000000,1956.6000000,1952.9000000,1953.5000000,6568
14/09/20,12:00,1953.5000000,1955.0000000,1952.2000000,1953.6000000,5119
14/09/20,13:00,1953.6000000,1954.5000000,1948.1000000,1949.5000000,7969
14/09/20,14:00,1949.5000000,1953.5000000,1948.8000000,1952.8000000,5839
14/09/20,15:00,1952.8000000,1953.3000000,1947.4000000,1951.9000000,7628
14/09/20,16:00,1951.9000000,1965.6000000,1951.7000000,1965.4000000,23621
14/09/20,17:00,1965.4000000,1969.0000000,1963.2000000,1967.8000000,28293
14/09/20,18:00,1967.8000000,1969.8000000,1966.1000000,1968.3000000,21965
14/09/20,19:00,1968.3000000,1972.5000000,1967.8000000,1968.4000000,16053
14/09/20,20:00,1968.5000000,1969.0000000,1964.6000000,1966.2000000,8486
14/09/20,21:00,1966.2000000,1966.4000000,1962.4000000,1964.4000000,9237
14/09/20,22:00,1964.3000000,1966.4000000,1963.5000000,1966.1000000,4613
14/09/20,23:00,1966.1000000,1967.8000000,1965.9000000,1966.2000000,4093
15/09/20,00:00,1966.2000000,1967.5000000,1964.8000000,1965.1000000,1637
15/09/20,02:00,1966.2000000,1966.5000000,1965.1000000,1966.0000000,1038
15/09/20,03:00,1965.9000000,1966.7000000,1965.3000000,1966.2000000,795
15/09/20,04:00,1966.1000000,1967.0000000,1964.4000000,1965.7000000,2315
15/09/20,05:00,1965.6000000,1971.7000000,1965.1000000,1970.3000000,8072
15/09/20,06:00,1970.2000000,1976.0000000,1970.0000000,1973.3000000,7855
15/09/20,07:00,1973.3000000,1977.0000000,1973.2000000,1974.7000000,4681
15/09/20,08:00,1974.7000000,1976.6000000,1974.0000000,1976.0000000,2585
15/09/20,09:00,1976.0000000,1979.2000000,1975.9000000,1977.7000000,5139
15/09/20,10:00,1977.6000000,1977.8000000,1971.2000000,1972.9000000,9529
15/09/20,11:00,1972.9000000,1975.3000000,1969.9000000,1971.5000000,7998
15/09/20,12:00,1971.5000000,1973.5000000,1971.3000000,1973.1000000,4827
15/09/20,13:00,1973.2000000,1976.1000000,1972.6000000,1974.3000000,7066
15/09/20,14:00,1974.3000000,1982.4000000,1974.1000000,1980.5000000,9044
15/09/20,15:00,1980.4000000,1981.8000000,1976.0000000,1977.6000000,9544
15/09/20,16:00,1977.6000000,1980.1000000,1973.4000000,1976.6000000,18684
15/09/20,17:00,1976.5000000,1978.7000000,1961.0000000,1964.2000000,39864
15/09/20,18:00,1964.2000000,1964.3000000,1955.6000000,1960.9000000,37051
15/09/20,19:00,1961.0000000,1962.1000000,1958.4000000,1959.7000000,13194
15/09/20,20:00,1959.7000000,1966.9000000,1959.5000000,1966.6000000,10989
15/09/20,21:00,1966.6000000,1967.8000000,1962.6000000,1963.1000000,13002
15/09/20,22:00,1963.1000000,1964.8000000,1961.6000000,1964.7000000,4471
15/09/20,23:00,1964.6000000,1964.8000000,1959.8000000,1961.8000000,4550
16/09/20,00:00,1961.7000000,1962.8000000,1961.1000000,1961.9000000,1808
16/09/20,02:00,1961.4000000,1963.8000000,1961.1000000,1962.6000000,1374
16/09/20,03:00,1962.5000000,1962.9000000,1960.4000000,1961.5000000,1428
16/09/20,04:00,1961.5000000,1962.5000000,1959.4000000,1960.5000000,2527
16/09/20,05:00,1960.5000000,1964.3000000,1957.2000000,1963.9000000,7111
16/09/20,06:00,1964.0000000,1967.6000000,1963.7000000,1965.8000000,5390
16/09/20,07:00,1965.7000000,1968.0000000,1965.2000000,1967.3000000,3725
16/09/20,08:00,1967.3000000,1969.7000000,1967.0000000,1968.0000000,3456
16/09/20,09:00,1968.0000000,1971.6000000,1966.7000000,1967.4000000,5164
16/09/20,10:00,1967.5000000,1970.1000000,1964.8000000,1969.9000000,6479
16/09/20,11:00,1969.9000000,1975.0000000,1969.3000000,1973.4000000,11510
16/09/20,12:00,1973.5000000,1978.0000000,1972.5000000,1974.8000000,9917
16/09/20,13:00,1974.8000000,1976.1000000,1972.9000000,1973.7000000,6732
16/09/20,14:00,1973.7000000,1976.5000000,1973.1000000,1975.2000000,5535
16/09/20,15:00,1975.2000000,1975.6000000,1971.2000000,1972.4000000,6172
16/09/20,16:00,1972.3000000,1980.4000000,1972.2000000,1976.8000000,22292
16/09/20,17:00,1976.9000000,1983.8000000,1971.4000000,1972.5000000,33935
16/09/20,18:00,1972.6000000,1975.2000000,1965.2000000,1973.3000000,31531
16/09/20,19:00,1973.5000000,1979.1000000,1972.3000000,1976.1000000,18202
16/09/20,20:00,1976.1000000,1976.5000000,1971.7000000,1973.6000000,7783
16/09/20,21:00,1973.6000000,1974.0000000,1968.1000000,1971.0000000,10513
16/09/20,22:00,1971.0000000,1978.9000000,1960.6000000,1966.3000000,61187
16/09/20,23:00,1966.1000000,1969.1000000,1961.5000000,1966.2000000,19697
17/09/20,00:00,1966.2000000,1968.0000000,1965.5000000,1967.1000000,1971
17/09/20,02:00,1967.6000000,1968.3000000,1966.2000000,1967.1000000,1254
17/09/20,03:00,1967.1000000,1969.3000000,1966.2000000,1968.1000000,1771
17/09/20,04:00,1968.1000000,1968.3000000,1961.8000000,1965.0000000,5816
17/09/20,05:00,1965.1000000,1967.4000000,1953.0000000,1953.5000000,13968
17/09/20,06:00,1953.4000000,1955.3000000,1948.3000000,1953.9000000,12465
17/09/20,07:00,1953.8000000,1953.9000000,1943.1000000,1946.1000000,13104
17/09/20,08:00,1946.1000000,1948.4000000,1944.7000000,1947.1000000,3971
17/09/20,09:00,1947.0000000,1953.4000000,1945.7000000,1950.6000000,5958
17/09/20,10:00,1950.7000000,1953.7000000,1947.0000000,1951.8000000,9748
17/09/20,11:00,1951.8000000,1953.7000000,1949.6000000,1951.1000000,9243
17/09/20,12:00,1951.2000000,1952.7000000,1947.9000000,1951.7000000,7675
17/09/20,13:00,1951.7000000,1952.4000000,1943.5000000,1947.6000000,11430
17/09/20,14:00,1947.6000000,1950.6000000,1946.1000000,1948.2000000,5883
17/09/20,15:00,1948.2000000,1956.5000000,1946.8000000,1955.2000000,11027
17/09/20,16:00,1955.2000000,1955.2000000,1947.6000000,1949.6000000,19540
17/09/20,17:00,1949.7000000,1951.2000000,1938.2000000,1947.0000000,40877
17/09/20,18:00,1947.0000000,1954.6000000,1944.6000000,1951.6000000,32015
17/09/20,19:00,1951.6000000,1957.1000000,1949.8000000,1950.0000000,19423
17/09/20,20:00,1949.9000000,1952.9000000,1948.5000000,1951.0000000,11238
17/09/20,21:00,1951.1000000,1951.9000000,1949.1000000,1950.7000000,6865
17/09/20,22:00,1950.9000000,1953.2000000,1950.5000000,1951.9000000,6497
17/09/20,23:00,1951.9000000,1956.0000000,1950.4000000,1955.6000000,5347
18/09/20,00:00,1956.0000000,1956.6000000,1951.5000000,1951.5000000,2262
18/09/20,02:00,1951.1000000,1953.7000000,1951.1000000,1953.4000000,1270
18/09/20,03:00,1953.4000000,1956.0000000,1953.2000000,1954.5000000,1411
18/09/20,04:00,1954.5000000,1959.5000000,1954.1000000,1958.2000000,4320
18/09/20,05:00,1958.4000000,1963.3000000,1957.4000000,1959.6000000,8776
18/09/20,06:00,1959.7000000,1960.4000000,1957.7000000,1959.0000000,3008
18/09/20,07:00,1959.0000000,1961.0000000,1958.6000000,1959.3000000,2649
18/09/20,08:00,1959.3000000,1960.1000000,1958.0000000,1959.3000000,1308
18/09/20,09:00,1959.3000000,1961.4000000,1958.7000000,1960.9000000,3378
18/09/20,10:00,1960.9000000,1962.5000000,1958.1000000,1961.8000000,6145
18/09/20,11:00,1961.8000000,1962.8000000,1959.5000000,1961.4000000,5527
18/09/20,12:00,1961.4000000,1964.1000000,1961.1000000,1963.4000000,5273
18/09/20,13:00,1963.3000000,1963.7000000,1961.8000000,1962.6000000,4331
18/09/20,14:00,1962.6000000,1963.0000000,1959.1000000,1959.7000000,3634
18/09/20,15:00,1959.7000000,1961.7000000,1956.1000000,1958.3000000,7456
18/09/20,16:00,1958.4000000,1960.0000000,1953.7000000,1959.1000000,14121
18/09/20,17:00,1959.1000000,1960.3000000,1951.6000000,1953.7000000,19914
18/09/20,18:00,1953.8000000,1962.8000000,1953.1000000,1961.9000000,22796
18/09/20,19:00,1962.0000000,1963.3000000,1958.4000000,1960.0000000,12551
18/09/20,20:00,1960.2000000,1968.2000000,1960.1000000,1966.5000000,17395
18/09/20,21:00,1966.6000000,1968.0000000,1959.7000000,1962.0000000,14611
18/09/20,22:00,1962.1000000,1962.6000000,1957.7000000,1959.2000000,5711
18/09/20,23:00,1959.3000000,1959.5000000,1956.8000000,1957.7000000,3964
19/09/20,00:00,1957.9000000,1958.6000000,1955.8000000,1957.1000000,1535
21/09/20,02:00,1957.3000000,1958.3000000,1952.5000000,1956.6000000,3668
21/09/20,03:00,1956.6000000,1957.7000000,1954.8000000,1955.2000000,1560
21/09/20,04:00,1955.1000000,1958.9000000,1953.6000000,1958.0000000,3150
21/09/20,05:00,1957.9000000,1962.9000000,1957.4000000,1957.7000000,6543
21/09/20,06:00,1957.7000000,1960.9000000,1957.7000000,1959.2000000,2353
21/09/20,07:00,1959.3000000,1961.8000000,1958.2000000,1960.2000000,2489
21/09/20,08:00,1960.2000000,1961.8000000,1959.8000000,1960.1000000,1195
21/09/20,09:00,1960.1000000,1960.6000000,1957.2000000,1959.3000000,2733
21/09/20,10:00,1959.3000000,1959.6000000,1955.7000000,1957.3000000,5122
21/09/20,11:00,1957.3000000,1961.6000000,1954.4000000,1954.8000000,8706
21/09/20,12:00,1954.9000000,1955.2000000,1940.7000000,1945.1000000,19401
21/09/20,13:00,1945.1000000,1945.1000000,1931.6000000,1937.2000000,17715
21/09/20,14:00,1937.1000000,1940.9000000,1934.5000000,1937.8000000,10190
21/09/20,15:00,1937.9000000,1938.9000000,1935.0000000,1938.9000000,5992
21/09/20,16:00,1938.7000000,1940.3000000,1923.6000000,1926.8000000,34196
21/09/20,17:00,1926.9000000,1928.7000000,1916.3000000,1916.5000000,45099
21/09/20,18:00,1916.7000000,1919.8000000,1885.4000000,1900.8000000,97662
21/09/20,19:00,1900.9000000,1908.5000000,1890.0000000,1904.0000000,45543
21/09/20,20:00,1904.0000000,1911.6000000,1903.2000000,1907.6000000,21200
21/09/20,21:00,1907.5000000,1914.4000000,1906.2000000,1914.1000000,16979
21/09/20,22:00,1914.0000000,1914.5000000,1909.1000000,1912.7000000,9746
21/09/20,23:00,1912.7000000,1917.6000000,1912.4000000,1916.6000000,8042
22/09/20,00:00,1916.6000000,1918.9000000,1915.7000000,1917.5000000,2254
22/09/20,02:00,1918.1000000,1924.0000000,1916.0000000,1918.8000000,2888
22/09/20,03:00,1918.7000000,1923.5000000,1918.4000000,1922.4000000,2297
22/09/20,04:00,1922.3000000,1925.5000000,1919.6000000,1922.6000000,4910
22/09/20,05:00,1922.5000000,1923.5000000,1911.7000000,1916.1000000,12143
22/09/20,06:00,1916.0000000,1917.2000000,1911.3000000,1914.2000000,5463
22/09/20,07:00,1914.4000000,1918.1000000,1913.3000000,1916.9000000,3055
22/09/20,08:00,1917.0000000,1921.7000000,1915.3000000,1921.0000000,3135
22/09/20,09:00,1921.0000000,1921.3000000,1913.4000000,1915.4000000,4626
22/09/20,10:00,1915.4000000,1919.7000000,1902.5000000,1911.0000000,20376
22/09/20,11:00,1910.8000000,1914.1000000,1898.9000000,1904.3000000,18525
22/09/20,12:00,1904.4000000,1911.5000000,1904.4000000,1908.5000000,9906
22/09/20,13:00,1908.6000000,1910.8000000,1907.8000000,1908.3000000,5407
22/09/20,14:00,1908.3000000,1913.6000000,1907.0000000,1912.4000000,6614
22/09/20,15:00,1912.4000000,1913.2000000,1907.4000000,1910.6000000,9894
22/09/20,16:00,1910.6000000,1917.9000000,1906.8000000,1917.3000000,20083
22/09/20,17:00,1917.6000000,1923.2000000,1910.7000000,1911.2000000,32498
22/09/20,18:00,1911.1000000,1922.2000000,1904.4000000,1905.3000000,39644
22/09/20,19:00,1905.4000000,1910.6000000,1900.8000000,1904.3000000,32253
22/09/20,20:00,1904.2000000,1909.4000000,1903.2000000,1903.7000000,14455
22/09/20,21:00,1903.6000000,1911.2000000,1903.5000000,1909.4000000,11766
22/09/20,22:00,1909.4000000,1912.2000000,1908.3000000,1909.2000000,6474
22/09/20,23:00,1909.3000000,1910.7000000,1905.6000000,1906.8000000,6539
23/09/20,00:00,1906.8000000,1907.1000000,1904.0000000,1904.3000000,1824
23/09/20,02:00,1905.1000000,1905.5000000,1901.6000000,1903.1000000,2045
23/09/20,03:00,1903.3000000,1909.6000000,1902.0000000,1908.8000000,3370
23/09/20,04:00,1908.7000000,1909.9000000,1904.3000000,1906.4000000,6444
23/09/20,05:00,1906.6000000,1908.8000000,1902.7000000,1907.0000000,7584
23/09/20,06:00,1907.0000000,1909.2000000,1902.8000000,1904.0000000,6035
23/09/20,07:00,1903.8000000,1904.1000000,1895.8000000,1896.6000000,11914
23/09/20,08:00,1896.6000000,1896.7000000,1885.9000000,1890.7000000,17861
23/09/20,09:00,1890.8000000,1893.9000000,1887.5000000,1888.8000000,8839
23/09/20,10:00,1888.7000000,1888.9000000,1877.9000000,1884.4000000,25280
23/09/20,11:00,1884.4000000,1886.7000000,1878.2000000,1881.1000000,14669
23/09/20,12:00,1881.2000000,1885.3000000,1876.1000000,1885.3000000,15609
23/09/20,13:00,1885.1000000,1895.1000000,1884.9000000,1892.5000000,17016
23/09/20,14:00,1892.8000000,1898.3000000,1889.4000000,1895.8000000,10474
23/09/20,15:00,1895.8000000,1897.3000000,1885.0000000,1886.3000000,13238
23/09/20,16:00,1886.3000000,1889.0000000,1880.3000000,1884.9000000,25852
23/09/20,17:00,1884.9000000,1892.3000000,1880.4000000,1881.1000000,34839
23/09/20,18:00,1881.2000000,1881.2000000,1867.3000000,1868.5000000,61217
23/09/20,19:00,1868.5000000,1876.6000000,1867.1000000,1867.7000000,31081
23/09/20,20:00,1867.5000000,1872.4000000,1865.0000000,1869.8000000,23235
23/09/20,21:00,1869.9000000,1870.5000000,1865.5000000,1865.8000000,14247
23/09/20,22:00,1865.8000000,1871.0000000,1863.2000000,1866.2000000,16750
23/09/20,23:00,1866.2000000,1867.6000000,1856.0000000,1864.8000000,19408
24/09/20,00:00,1864.8000000,1867.2000000,1862.4000000,1866.6000000,3209
24/09/20,02:00,1866.9000000,1868.8000000,1857.8000000,1861.6000000,3881
24/09/20,03:00,1861.7000000,1863.7000000,1855.1000000,1857.2000000,6911
24/09/20,04:00,1857.2000000,1865.1000000,1857.2000000,1865.1000000,6642
24/09/20,05:00,1865.1000000,1872.2000000,1863.7000000,1865.6000000,12651
24/09/20,06:00,1865.4000000,1868.8000000,1861.1000000,1863.2000000,7718
24/09/20,07:00,1863.0000000,1864.1000000,1858.1000000,1859.4000000,6373
24/09/20,08:00,1859.3000000,1862.0000000,1852.0000000,1854.3000000,7898
24/09/20,09:00,1854.5000000,1858.8000000,1852.2000000,1855.4000000,10772
24/09/20,10:00,1855.4000000,1859.7000000,1852.9000000,1856.8000000,12141
24/09/20,11:00,1856.7000000,1864.6000000,1856.2000000,1864.1000000,12210
24/09/20,12:00,1864.2000000,1864.7000000,1855.8000000,1857.2000000,7441
24/09/20,13:00,1857.2000000,1858.3000000,1851.0000000,1855.1000000,11090
24/09/20,14:00,1855.2000000,1860.5000000,1855.2000000,1859.9000000,7958
24/09/20,15:00,1859.8000000,1862.9000000,1857.7000000,1861.4000000,9099
24/09/20,16:00,1861.5000000,1865.1000000,1854.7000000,1858.8000000,24965
24/09/20,17:00,1858.9000000,1865.2000000,1853.8000000,1864.7000000,35369
24/09/20,18:00,1864.7000000,1868.2000000,1858.0000000,1863.9000000,33180
24/09/20,19:00,1864.0000000,1875.5000000,1861.9000000,1875.4000000,29063
24/09/20,20:00,1875.3000000,1877.6000000,1871.4000000,1874.1000000,20603
24/09/20,21:00,1874.0000000,1880.9000000,1873.1000000,1876.9000000,21206
24/09/20,22:00,1876.9000000,1878.2000000,1865.0000000,1865.4000000,19390
24/09/20,23:00,1865.5000000,1873.6000000,1864.9000000,1872.7000000,11994
25/09/20,00:00,1872.7000000,1875.5000000,1871.8000000,1871.9000000,2314
25/09/20,02:00,1872.7000000,1875.3000000,1871.6000000,1871.9000000,1584
25/09/20,03:00,1871.9000000,1873.8000000,1870.8000000,1872.0000000,1180
25/09/20,04:00,1871.9000000,1873.5000000,1868.7000000,1871.8000000,2927
25/09/20,05:00,1871.9000000,1873.9000000,1865.6000000,1867.2000000,7746
25/09/20,06:00,1867.3000000,1872.1000000,1866.6000000,1870.8000000,3979
25/09/20,07:00,1870.9000000,1874.3000000,1870.9000000,1872.5000000,3087
25/09/20,08:00,1872.4000000,1876.7000000,1871.6000000,1876.2000000,3397
25/09/20,09:00,1876.1000000,1877.2000000,1870.4000000,1870.9000000,5602
25/09/20,10:00,1870.9000000,1878.3000000,1869.8000000,1877.5000000,8469
25/09/20,11:00,1877.5000000,1879.3000000,1872.5000000,1877.0000000,10856
25/09/20,12:00,1877.0000000,1877.5000000,1872.6000000,1874.6000000,6326
25/09/20,13:00,1874.6000000,1876.1000000,1867.0000000,1869.2000000,8891
25/09/20,14:00,1869.3000000,1869.4000000,1855.9000000,1857.6000000,17102
25/09/20,15:00,1857.7000000,1863.4000000,1855.6000000,1861.4000000,13705
25/09/20,16:00,1861.3000000,1864.9000000,1857.3000000,1863.3000000,17397
25/09/20,17:00,1863.3000000,1867.2000000,1859.6000000,1866.2000000,22180
25/09/20,18:00,1866.1000000,1868.7000000,1854.1000000,1865.8000000,33757
25/09/20,19:00,1865.8000000,1869.9000000,1862.2000000,1862.9000000,16612
25/09/20,20:00,1862.8000000,1866.5000000,1860.7000000,1865.3000000,10415
25/09/20,21:00,1865.3000000,1868.7000000,1863.7000000,1867.9000000,8382
25/09/20,22:00,1867.9000000,1869.9000000,1867.0000000,1868.2000000,5509
25/09/20,23:00,1868.1000000,1870.5000000,1865.3000000,1865.8000000,6683
26/09/20,00:00,1865.8000000,1866.9000000,1862.8000000,1864.3000000,2260
28/09/20,02:00,1862.7000000,1869.1000000,1862.3000000,1867.8000000,2727
28/09/20,03:00,1867.7000000,1868.0000000,1864.9000000,1865.4000000,1085
28/09/20,04:00,1865.3000000,1865.9000000,1862.3000000,1862.9000000,3383
28/09/20,05:00,1863.0000000,1865.8000000,1860.8000000,1864.9000000,5546
28/09/20,06:00,1864.8000000,1865.9000000,1862.8000000,1863.9000000,3885
28/09/20,07:00,1863.8000000,1865.4000000,1862.7000000,1864.3000000,1931
28/09/20,08:00,1864.3000000,1867.4000000,1864.1000000,1864.8000000,2656
28/09/20,09:00,1864.7000000,1865.1000000,1858.7000000,1859.5000000,5630
28/09/20,10:00,1859.6000000,1863.4000000,1858.0000000,1862.2000000,7024
28/09/20,11:00,1862.2000000,1864.8000000,1860.4000000,1861.0000000,7043
28/09/20,12:00,1860.8000000,1861.7000000,1851.1000000,1854.8000000,15724
28/09/20,13:00,1854.9000000,1857.5000000,1852.6000000,1854.8000000,9351
28/09/20,14:00,1854.7000000,1865.1000000,1853.6000000,1861.2000000,14684
28/09/20,15:00,1861.1000000,1869.4000000,1859.3000000,1868.8000000,11793
28/09/20,16:00,1868.8000000,1877.0000000,1866.3000000,1872.1000000,22967
28/09/20,17:00,1872.0000000,1881.6000000,1869.5000000,1871.7000000,32073
28/09/20,18:00,1871.6000000,1877.2000000,1868.7000000,1870.0000000,24565
28/09/20,19:00,1870.0000000,1877.9000000,1870.0000000,1877.3000000,14390
28/09/20,20:00,1877.2000000,1881.0000000,1876.9000000,1879.3000000,9774
28/09/20,21:00,1879.3000000,1885.3000000,1879.1000000,1883.4000000,12207
28/09/20,22:00,1883.5000000,1888.2000000,1882.9000000,1887.0000000,7535
28/09/20,23:00,1887.0000000,1887.6000000,1882.4000000,1885.7000000,7087
29/09/20,00:00,1885.7000000,1887.8000000,1885.2000000,1886.1000000,1928
29/09/20,02:00,1886.4000000,1888.0000000,1883.1000000,1885.2000000,2228
29/09/20,03:00,1885.1000000,1889.5000000,1885.0000000,1887.6000000,2025
29/09/20,04:00,1887.4000000,1891.5000000,1886.5000000,1888.1000000,4496
29/09/20,05:00,1888.2000000,1892.4000000,1885.8000000,1890.3000000,8216
29/09/20,06:00,1890.3000000,1892.2000000,1888.1000000,1888.9000000,4324
29/09/20,07:00,1888.9000000,1889.6000000,1886.8000000,1888.1000000,2703
29/09/20,08:00,1888.2000000,1889.2000000,1885.3000000,1886.4000000,2756
29/09/20,09:00,1886.4000000,1886.8000000,1880.8000000,1884.0000000,6829
29/09/20,10:00,1884.0000000,1889.3000000,1882.7000000,1888.9000000,7721
29/09/20,11:00,1888.9000000,1889.9000000,1883.7000000,1888.2000000,9543
29/09/20,12:00,1888.2000000,1888.4000000,1885.5000000,1886.9000000,5765
29/09/20,13:00,1886.8000000,1891.5000000,1886.3000000,1891.1000000,8815
29/09/20,14:00,1891.1000000,1891.1000000,1886.8000000,1890.5000000,5980
29/09/20,15:00,1890.6000000,1896.0000000,1890.2000000,1891.9000000,10797
29/09/20,16:00,1891.9000000,1891.9000000,1881.8000000,1888.8000000,20743
29/09/20,17:00,1889.1000000,1894.6000000,1886.0000000,1891.6000000,24983
29/09/20,18:00,1891.6000000,1897.6000000,1889.1000000,1891.9000000,24090
29/09/20,19:00,1891.9000000,1898.7000000,1890.1000000,1895.5000000,18517
29/09/20,20:00,1895.5000000,1901.6000000,1894.8000000,1901.4000000,12362
29/09/20,21:00,1901.5000000,1904.8000000,1899.8000000,1902.6000000,14753
29/09/20,22:00,1902.6000000,1903.5000000,1901.5000000,1901.9000000,5002
29/09/20,23:00,1901.9000000,1902.6000000,1899.6000000,1902.3000000,5340
30/09/20,00:00,1902.2000000,1903.9000000,1901.6000000,1903.0000000,1745
30/09/20,02:00,1903.2000000,1904.3000000,1902.4000000,1903.6000000,858
30/09/20,03:00,1903.7000000,1904.6000000,1902.0000000,1902.1000000,1247
30/09/20,04:00,1902.0000000,1902.5000000,1899.3000000,1899.7000000,3234
